key,source_zh,source_en,zh,en,review,source_count,sources
m_d5aae4de,邀请已发送,Invitation sent,邀请已发送,Invitation sent,false,1,src/views/TeamsView.vue:833
m_d5bbd37f,提示（每行一条）,Hints (one per line),提示（每行一条）,Hints (one per line),false,1,src/views/AdminView.vue:535
m_d5de29ea,你已拒绝该邀请。,You rejected the invitation.,你已拒绝该邀请。,You rejected the invitation.,false,1,src/views/TeamsView.vue:882
m_d6b1d25a,已在队伍中,Already in a team,已在队伍中,Already in a team,false,1,src/views/TeamsView.vue:69
m_d6c6fce9,创建中...,Creating...,创建中...,Creating...,false,4,src/views/AdminView.vue:1444 | src/views/AdminView.vue:2464 | src/views/AdminView.vue:3288 | src/views/AdminView.vue:3397
m_d6ed17cd,列表,List,列表,List,false,2,src/views/AdminView.vue:1407 | src/views/AdminView.vue:1532
m_d71a7926,队长,Captain,队长,Captain,false,3,src/views/TeamsView.vue:44 | src/views/TeamsView.vue:58 | src/views/TeamsView.vue:91
m_d80b3fa7,欢迎登录,Welcome Back,欢迎登录,Welcome Back,false,1,src/views/LoginView.vue:10
m_d8423a97,总分,Total,总分,Total,false,1,src/views/ContestDetailView.vue:158
m_d8fe06b0,实例已启动,Instance started,实例已启动,Instance started,false,1,src/views/ContestDetailView.vue:1672
m_d9377cbd,报名被拒绝,Registration rejected,报名被拒绝,Registration rejected,false,1,src/views/ContestsView.vue:368
m_d9664da3,确认删除题目类别「{displayName}」？,"Delete challenge category ""{displayName}""?",确认删除题目类别「{displayName}」？,"Delete challenge category ""{displayName}""?",false,1,src/views/AdminView.vue:3848
m_d9fe6e64,刷新,Reset,刷新,Reset,false,1,src/views/LoginView.vue:211
m_da0d541d,请输入用户名。,Please enter username.,请输入用户名。,Please enter username.,false,1,src/views/LoginView.vue:778
m_da24a92a,上传附件,Upload attachment,上传附件,Upload attachment,false,5,src/views/AdminView.vue:2619 | src/views/AdminView.vue:565 | src/views/AdminView.vue:581 | src/views/AdminView.vue:762 | src/views/AdminView.vue:773
m_da84e2ee,已结束,Ended,已结束,Ended,false,2,src/views/ContestsView.vue:276 | src/views/ContestsView.vue:55
m_daab5564,预览,Preview,预览,Preview,false,2,src/views/AdminView.vue:1381 | src/views/AdminView.vue:1521
m_db78c2fb,刷新实例,Refresh instances,刷新实例,Refresh instances,false,1,src/views/AdminView.vue:2085
m_dbca5dbc,当前比赛未挂载题目。,No challenges are bound to this contest.,当前比赛未挂载题目。,No challenges are bound to this contest.,false,2,src/views/AdminView.vue:1276 | src/views/AdminView.vue:2470
m_dc8eef60,编辑题目,Edit Challenge,编辑题目,Edit Challenge,false,1,src/views/AdminView.vue:3283
m_dcf7e7a3,扫描总数,Total number of scans,扫描总数,Total number of scans,false,2,src/views/AdminView.vue:2606 | src/views/AdminView.vue:866
m_dd0fd7d0,到期时间,Expires at,到期时间,Expires at,false,1,src/views/ContestDetailView.vue:212
m_dd4a845c,比赛已更新,Contest updated,比赛已更新,Contest updated,false,1,src/views/AdminView.vue:2437
m_dd60e109,销毁,destroy,销毁,destroy,false,2,src/views/AdminView.vue:2666 | src/views/AdminView.vue:707
m_dd711495,准备好后，从右上角进入登录。,Use the top-right entry when you're ready.,准备好后，从右上角进入登录。,Use the top-right entry when you're ready.,false,1,src/views/HomeView.vue:43
m_dd97ae20,浏览器不允许写入剪贴板。,Clipboard access is blocked by the browser.,浏览器不允许写入剪贴板。,Clipboard access is blocked by the browser.,false,3,src/views/ContestDetailView.vue:1371 | src/views/ContestsView.vue:309 | src/views/TeamsView.vue:549
m_ddc92d70,邀请已处理,Invitation processed,邀请已处理,Invitation processed,false,1,src/views/TeamsView.vue:882
m_de0a09c0,收起操作,Collapse operation,收起操作,Collapse operation,false,2,src/views/AdminView.vue:1987 | src/views/AdminView.vue:2629
m_de0dd27f,基础规模,Base metrics,基础规模,Base metrics,false,2,src/views/AdminView.vue:1725 | src/views/AdminView.vue:2537
m_de245eff,已重置为待审核状态,Reset to pending review,已重置为待审核状态,Reset to pending review,false,1,src/views/AdminView.vue:5101
m_de87866a,例如：比赛赛程更新,Example: Schedule update,例如：比赛赛程更新,Example: Schedule update,false,1,src/views/AdminView.vue:1393
m_df92a675,比赛状态已更新,Contest status updated,比赛状态已更新,Contest status updated,false,1,src/views/AdminView.vue:2440
m_dfadd166,排名动态曲线,Rank trend,排名动态曲线,Rank trend,false,1,src/views/ContestDetailView.vue:1158
m_e0706b76,清除,清除,清除,清除,true,3,src/views/AdminView.vue:1148 | src/views/AdminView.vue:570 | src/views/AdminView.vue:767
m_e0d612cd,总服务,Total services,总服务,Total services,false,2,src/views/AdminView.vue:2196 | src/views/AdminView.vue:2731
m_e108053f,取消中...,Canceling...,取消中...,Canceling...,false,1,src/views/TeamsView.vue:310
m_e1816838,选择新队长,Select new captain,选择新队长,Select new captain,false,1,src/views/TeamsView.vue:181
m_e24347d1,找回密码,Password Recovery,找回密码,Password Recovery,false,1,src/views/LoginView.vue:274
m_e2c01268,发布时间（可选）,Release time (optional),发布时间（可选）,Release time (optional),false,2,src/views/AdminView.vue:1255 | src/views/AdminView.vue:2475
m_e2c587eb,下载中...,Downloading...,下载中...,Downloading...,false,2,src/views/ContestDetailView.vue:101 | src/views/ContestDetailView.vue:266
m_e2f84688,管理员,Admin,管理员,Admin,false,2,src/App.vue:231 | src/views/SiteSettingsView.vue:5
m_e312bdfb,排名曲线,Rank curve,排名曲线,Rank curve,false,2,src/views/ContestDetailView.vue:334 | src/views/ScoreboardWallView.vue:24
m_e3abd5e0,重发验证邮件,Resend,重发验证邮件,Resend,false,1,src/views/LoginView.vue:252
m_e4bf9e9b,no_runtime（无需容器）,no_runtime (no container runtime),no_runtime（无需容器）,no_runtime (no container runtime),false,1,src/views/AdminView.vue:370
m_e4c2ac86,更新用户状态失败,Failed to update user status,更新用户状态失败,Failed to update user status,false,2,src/views/AdminView.vue:2499 | src/views/AdminView.vue:5255
m_e542b35b,重置中...,Resetting...,重置中...,Resetting...,false,2,src/views/AdminView.vue:2046 | src/views/AdminView.vue:2726
m_e5e3b268,加载实例运行指标失败,Failed to load instance metrics,加载实例运行指标失败,Failed to load instance metrics,false,2,src/views/AdminView.vue:2546 | src/views/AdminView.vue:4218
m_e63449e5,在题库配置页直接管理附件，减少“编辑题目”与“版本与附件”来回切换。,Manage attachments directly here to reduce tab switching.,在题库配置页直接管理附件，减少“编辑题目”与“版本与附件”来回切换。,Manage attachments directly here to reduce tab switching.,false,1,src/views/AdminView.vue:554
m_e6440008,附件过大,Attachment too large,附件过大,Attachment too large,false,1,src/views/AdminView.vue:4901
m_e69f7cf8,确认密码,Confirm Password,确认密码,Confirm Password,false,1,src/views/LoginView.vue:155
m_e6ae0796,站点设置,Site Settings,站点设置,Site Settings,false,2,src/views/AdminView.vue:10 | src/views/SiteSettingsView.vue:6
m_e71e4197,题目附件大小上限（MB）,Challenge attachment limit (MB),题目附件大小上限（MB）,Challenge attachment limit (MB),false,1,src/views/SiteSettingsView.vue:42
m_e77c5316,队伍协作,Team Space,队伍协作,Team Space,false,1,src/views/HomeView.vue:13
m_e78a3369,选手可切换（仅对 compose 生效）,Player-selectable modes (compose only),选手可切换（仅对 compose 生效）,Player-selectable modes (compose only),false,1,src/views/AdminView.vue:387
m_e7f78ec8,· 队伍,· teams,· 队伍,· teams,false,2,src/views/AdminView.vue:1726 | src/views/AdminView.vue:2416
m_e7fa9ac5,实时趋势与排名,Live Trend & Rankings,实时趋势与排名,Live Trend & Rankings,false,1,src/views/ScoreboardWallView.vue:7
m_e900f5ff,请选择题目,Select a challenge,请选择题目,Select a challenge,false,2,src/views/AdminView.vue:1244 | src/views/AdminView.vue:2598
m_e94eabd5,首页简介,Home Tagline,首页简介,Home Tagline,false,1,src/views/SiteSettingsView.vue:30
m_e9762981,隐藏密码,Hide password,隐藏密码,Hide password,false,1,src/views/LoginView.vue:143
m_e99ef119,默认访问模式,Default access mode,默认访问模式,Default access mode,false,1,src/views/AdminView.vue:377
m_e9f29a91,更新比赛状态失败,Failed to update contest status,更新比赛状态失败,Failed to update contest status,false,2,src/views/AdminView.vue:2491 | src/views/AdminView.vue:5077
m_ea1635a9,申请时间,Requested at,申请时间,Requested at,false,1,src/views/AdminView.vue:1641
m_ea2973d9,认证模式切换,Auth mode switch,认证模式切换,Auth mode switch,false,1,src/views/LoginView.vue:82
m_ea88afd6,队伍 ID 已复制。,Team ID copied.,队伍 ID 已复制。,Team ID copied.,false,1,src/views/TeamsView.vue:545
m_eade74bf,保存成功,Saved,保存成功,Saved,false,1,src/views/SiteSettingsView.vue:205
m_eaf3e91a,类别已删除,Category removed,类别已删除,Category removed,false,1,src/views/AdminView.vue:3873
m_eb2cab1a,本地时区,Local timezone,本地时区,Local timezone,false,1,src/views/SiteSettingsView.vue:56
m_eb5bcf88,返回题库,Back to library,返回题库,Back to library,false,1,src/views/AdminView.vue:207
m_ec3f91f2,支持 PNG、JPG、WebP 等格式,支持 PNG、JPG、WebP 等格式,支持 PNG、JPG、WebP 等格式,支持 PNG、JPG、WebP 等格式,true,1,src/views/AdminView.vue:1150
m_ec806a92,验证邮件,Verification Email,验证邮件,Verification Email,false,1,src/views/LoginView.vue:849
m_ecc396d3,运行模式,Runtime mode,运行模式,Runtime mode,false,2,src/views/AdminView.vue:2700 | src/views/AdminView.vue:368
m_ed9a7207,隐藏确认密码,Hide confirm password,隐藏确认密码,Hide confirm password,false,1,src/views/LoginView.vue:168
m_ed9d8f1b,移除挂载,Remove mount,移除挂载,Remove mount,false,2,src/views/AdminView.vue:1333 | src/views/AdminView.vue:2678
m_eda3fa71,分类,Category,分类,Category,false,3,src/views/AdminView.vue:2479 | src/views/AdminView.vue:303 | src/views/ContestDetailView.vue:66
m_edaf3060,ssh_bastion：自动注入跳板机，适合内网扫描与横向测试。,"ssh_bastion: inject an SSH bastion, suitable for internal scan and lateral testing.",ssh_bastion：自动注入跳板机，适合内网扫描与横向测试。,"ssh_bastion: inject an SSH bastion, suitable for internal scan and lateral testing.",false,1,src/views/AdminView.vue:3363
m_edb470c0,仅错误,only errors,仅错误,only errors,false,2,src/views/AdminView.vue:2560 | src/views/AdminView.vue:848
m_ee835e18,被邀请用户名,Invitee username,被邀请用户名,Invitee username,false,1,src/views/TeamsView.vue:133
m_eebd8224,暂无可视队伍数据。,No team data for trend view.,暂无可视队伍数据。,No team data for trend view.,false,1,src/views/ContestDetailView.vue:1041
m_eec7d8a7,实例指标：,Instance metrics:,实例指标：,Instance metrics:,false,2,src/views/AdminView.vue:2151 | src/views/AdminView.vue:2628
m_efc8d1be,没有匹配的比赛。,No matching contests.,没有匹配的比赛。,No matching contests.,false,2,src/views/AdminView.vue:1099 | src/views/AdminView.vue:2574
m_efce9ebf,新密码强度不足，请按规则提升密码强度。,New password is too weak. Please satisfy policy checks.,新密码强度不足，请按规则提升密码强度。,New password is too weak. Please satisfy policy checks.,false,1,src/views/LoginView.vue:923
m_efd07c49,状态筛选,Status filter,状态筛选,Status filter,false,1,src/views/AdminView.vue:1620
m_efec42da,队伍名为空,Team name required,队伍名为空,Team name required,false,2,src/views/TeamsView.vue:626 | src/views/TeamsView.vue:664
m_f02dbb29,返回比赛列表,Back to contests,返回比赛列表,Back to contests,false,1,src/views/ContestDetailView.vue:9
m_f07fccd8,正在加载队伍详情...,Loading team details...,正在加载队伍详情...,Loading team details...,false,1,src/views/TeamsView.vue:60
m_f08ffc37,编辑,Edit,编辑,Edit,false,3,src/views/AdminView.vue:1372 | src/views/AdminView.vue:1512 | src/views/AdminView.vue:268
m_f0fb08dd,加载我的队伍失败,Failed to load my team,加载我的队伍失败,Failed to load my team,false,1,src/views/TeamsView.vue:565
m_f179d8c1,站点,Site,站点,Site,false,1,src/App.vue:47
m_f1b723d8,未登录或会话已失效,Not signed in or session expired,未登录或会话已失效,Not signed in or session expired,false,5,src/views/ContestDetailView.vue:1355 | src/views/ContestsView.vue:318 | src/views/ProfileView.vue:146 | src/views/ScoreboardWallView.vue:525 | src/views/TeamsView.vue:524
m_f1ea66ef,请输入内容。,Please enter a value.,请输入内容。,Please enter a value.,false,1,src/App.vue:271
m_f1effbcd,收起找回密码,Hide recovery,收起找回密码,Hide recovery,false,1,src/views/LoginView.vue:235
m_f2516b0f,报名模式：自动通过,Registration: auto-approved,报名模式：自动通过,Registration: auto-approved,false,1,src/views/AdminView.vue:1122
m_f28de735,保存题目失败,Failed to save challenge,保存题目失败,Failed to save challenge,false,2,src/views/AdminView.vue:2429 | src/views/AdminView.vue:4770
m_f2a33dcb,公告置顶状态已更新,Pin status updated,公告置顶状态已更新,Pin status updated,false,1,src/views/AdminView.vue:2513
m_f2ad2b4f,邀请留言（可选）,Message (optional),邀请留言（可选）,Message (optional),false,1,src/views/TeamsView.vue:137
m_f3e7b0e1,创建时间,creation time,创建时间,creation time,false,2,src/views/AdminView.vue:1964 | src/views/AdminView.vue:2464
m_f3ea5f90,复制 Team ID,Copy team ID,复制 Team ID,Copy team ID,false,1,src/views/TeamsView.vue:72
m_f3ea6ad1,忘记密码时可直接发起重置流程。,Start reset directly when you forget your password.,忘记密码时可直接发起重置流程。,Start reset directly when you forget your password.,false,1,src/views/LoginView.vue:55
m_f415e491,从左侧选择一个比赛查看详情与状态操作。,Select a contest on the left to view details and status actions.,从左侧选择一个比赛查看详情与状态操作。,Select a contest on the left to view details and status actions.,false,2,src/views/AdminView.vue:1218 | src/views/AdminView.vue:2465
m_f4169021,处理备注（可选）,Process notes (optional),处理备注（可选）,Process notes (optional),false,2,src/views/AdminView.vue:1868 | src/views/AdminView.vue:2457
m_f4afd30f,确认解散,Confirm disband,确认解散,Confirm disband,false,1,src/views/TeamsView.vue:106
m_f4b4b525,回收中...,Recycling...,回收中...,Recycling...,false,3,src/views/AdminView.vue:1702 | src/views/AdminView.vue:1710 | src/views/AdminView.vue:2535
m_f539d012,动态环境已进入运行状态。,Runtime instance is running.,动态环境已进入运行状态。,Runtime instance is running.,false,1,src/views/ContestDetailView.vue:1672
m_f54f9c7e,内容与题解,Content & Writeup,内容与题解,Content & Writeup,false,1,src/views/AdminView.vue:513
m_f5808c7b,确认删除比赛「{title}」的海报？,"Delete poster for contest ""{title}""?",确认删除比赛「{title}」的海报？,"Delete poster for contest ""{title}""?",false,1,src/views/AdminView.vue:5173
m_f5a23e64,公告列表,Announcement list,公告列表,Announcement list,false,2,src/views/AdminView.vue:1451 | src/views/AdminView.vue:2502
m_f5a8faeb,更新于,Updated,更新于,Updated,false,1,src/views/AdminView.vue:2159
m_f65fea10,审计日志,Audit Logs,审计日志,Audit Logs,false,1,src/views/AdminView.vue:62
m_f7057d26,题目已回滚,Challenge rolled back,题目已回滚,Challenge rolled back,false,1,src/views/AdminView.vue:2646
m_f70ecbc6,script：调用脚本判定，可用于复杂答案校验。,script: verify via script for complex validation.,script：调用脚本判定，可用于复杂答案校验。,script: verify via script for complex validation.,false,1,src/views/AdminView.vue:3320
m_f7312e10,级别,level,级别,level,false,2,src/views/AdminView.vue:1794 | src/views/AdminView.vue:2538
m_f79663f9,保存失败,Save failed,保存失败,Save failed,false,2,src/views/SiteSettingsView.vue:207 | src/views/SiteSettingsView.vue:208
m_f8144eec,清除发布时间失败,Failed to clear release time,清除发布时间失败,Failed to clear release time,false,2,src/views/AdminView.vue:2589 | src/views/AdminView.vue:5601
m_f8151d76,选择文件,选择文件,选择文件,选择文件,true,2,src/views/AdminView.vue:569 | src/views/AdminView.vue:766
m_f8248680,站点文案已更新。,Site copy has been updated.,站点文案已更新。,Site copy has been updated.,false,1,src/views/SiteSettingsView.vue:205
m_f82fdc41,队伍名称,Team name,队伍名称,Team name,false,2,src/views/TeamsView.vue:115 | src/views/TeamsView.vue:223
m_f8484a44,首页,Home,首页,Home,false,1,src/App.vue:68
m_f899dcf7,新密码强度,New Password Strength,新密码强度,New Password Strength,false,1,src/views/LoginView.vue:334
m_f8c391a6,提交过快,Rate limited,提交过快,Rate limited,false,1,src/views/ContestDetailView.vue:1616
m_f8ef00a7,比赛公告,Announcements,比赛公告,Announcements,false,1,src/views/ContestDetailView.vue:373
m_fad52b5b,一二三血加成必须为 0-500 的整数百分比。,Blood bonuses must be integer percentages between 0 and 500.,一二三血加成必须为 0-500 的整数百分比。,Blood bonuses must be integer percentages between 0 and 500.,false,1,src/views/AdminView.vue:5009
m_fb2e4b76,显示告警操作菜单,Show alert actions,显示告警操作菜单,Show alert actions,false,2,src/views/AdminView.vue:1876 | src/views/AdminView.vue:2662
m_fb5c7740,名称,Name,名称,Name,false,2,src/views/ScoreboardWallView.vue:150 | src/views/ScoreboardWallView.vue:91
m_fb70bc88,提交,Submit,提交,Submit,false,1,src/views/ContestDetailView.vue:152
m_fbd48805,暂无版本记录。,There is no version record yet.,暂无版本记录。,There is no version record yet.,false,2,src/views/AdminView.vue:2703 | src/views/AdminView.vue:757
m_fc766a66,打开完整版本与附件,Open full versions & files,打开完整版本与附件,Open full versions & files,false,1,src/views/AdminView.vue:584
m_fc84c782,从左侧选择一个告警查看详情。,Select an alert on the left to view details.,从左侧选择一个告警查看详情。,Select an alert on the left to view details.,false,2,src/views/AdminView.vue:1908 | src/views/AdminView.vue:2467
m_fc9a3603,挂载失败,Binding failed,挂载失败,Binding failed,false,2,src/views/AdminView.vue:2518 | src/views/AdminView.vue:5551
m_fccc67a2,验证码已过期，请重新验证。,Verification expired. Please verify again.,验证码已过期，请重新验证。,Verification expired. Please verify again.,false,1,src/views/LoginView.vue:711
m_fcdb0f53,上传题目附件失败,Failed to upload challenge attachment,上传题目附件失败,Failed to upload challenge attachment,false,2,src/views/AdminView.vue:2620 | src/views/AdminView.vue:4926
m_fcf9d2a1,修改密码,Change Password,修改密码,Change Password,false,1,src/views/ProfileView.vue:32
m_fcfbb1b7,会话结束,Session Ended,会话结束,Session Ended,false,1,src/App.vue:333
m_fd3fc6d5,请完成邮箱验证后再登录。,Complete email verification before signing in.,请完成邮箱验证后再登录。,Complete email verification before signing in.,false,1,src/views/LoginView.vue:818
m_fd680df0,清除发布时间,Clear publishing time,清除发布时间,Clear publishing time,false,2,src/views/AdminView.vue:1325 | src/views/AdminView.vue:2588
m_fd785681,快速筛选,Quick Filter,快速筛选,Quick Filter,false,1,src/views/ContestsView.vue:62
m_fde4882a,回滚到该版本,Roll back to this version,回滚到该版本,Roll back to this version,false,2,src/views/AdminView.vue:2532 | src/views/AdminView.vue:753
m_fde506b4,创建题目,Create challenge,创建题目,Create challenge,false,2,src/views/AdminView.vue:184 | src/views/AdminView.vue:3290
m_fe316a8f,浏览器不支持,Unsupported browser,浏览器不支持,Unsupported browser,false,1,src/views/ContestDetailView.vue:1273
m_fe3dfd2c,internal：题目运行在内部/裁判控制场景，通常不直接暴露给选手公网。,internal: runtime is intended for internal/judge-controlled scenarios.,internal：题目运行在内部/裁判控制场景，通常不直接暴露给选手公网。,internal: runtime is intended for internal/judge-controlled scenarios.,false,1,src/views/AdminView.vue:3301
m_fe582bef,请先填写镜像仓库地址,Please provide image registry address first.,请先填写镜像仓库地址,Please provide image registry address first.,false,2,src/views/AdminView.vue:2591 | src/views/AdminView.vue:4549
m_fea33b9d,处理邀请失败,Failed to process invitation,处理邀请失败,Failed to process invitation,false,2,src/views/TeamsView.vue:886 | src/views/TeamsView.vue:888
m_feca111e,复制 SSH 命令,Copy SSH command,复制 SSH 命令,Copy SSH command,false,1,src/views/ContestDetailView.vue:241
m_ffadca98,初始状态,initial state,初始状态,initial state,false,2,src/views/AdminView.vue:1002 | src/views/AdminView.vue:2456
m_fff3360e,可以继续挂载题目并调整状态。,You can continue binding challenges and adjusting status.,可以继续挂载题目并调整状态。,You can continue binding challenges and adjusting status.,false,1,src/views/AdminView.vue:2570
